AnchorShiftKey,LineId,Line,TrendRank,TrendShiftKey,TrendShiftLabel,TrendShiftDate,Category,CategoryLabel,Hours,CategoryColor
ngp2|2026-06-16|day,ngp2,NGP2,2,ngp2|2026-06-15|day,Day 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.19,#2d3436
ngp2|2026-06-16|day,ngp2,NGP2,2,ngp2|2026-06-15|day,Day 06-15,2026-06-15,halted,Halted (operator wait),1.82,#636e72
ngp2|2026-06-16|day,ngp2,NGP2,2,ngp2|2026-06-15|day,Day 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-16|day,ngp2,NGP2,2,ngp2|2026-06-15|day,Day 06-15,2026-06-15,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-16|day,ngp2,NGP2,3,ngp2|2026-06-14|night,Night 06-14,2026-06-14,micro_stops,Micro-stops (<2 min),0.88,#2d3436
ngp2|2026-06-16|day,ngp2,NGP2,3,ngp2|2026-06-14|night,Night 06-14,2026-06-14,halted,Halted (operator wait),3.21,#636e72
ngp2|2026-06-16|day,ngp2,NGP2,3,ngp2|2026-06-14|night,Night 06-14,2026-06-14,auto_long,Auto-stops (>2 min),1.46,#b2bec3
ngp2|2026-06-16|day,ngp2,NGP2,3,ngp2|2026-06-14|night,Night 06-14,2026-06-14,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-06-16|night,ngp2,NGP2,0,ngp2|2026-06-16|night,Night 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-16|night,ngp2,NGP2,0,ngp2|2026-06-16|night,Night 06-16,2026-06-16,halted,Halted (operator wait),3.46,#636e72
ngp2|2026-06-16|night,ngp2,NGP2,0,ngp2|2026-06-16|night,Night 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.16,#b2bec3
ngp2|2026-06-16|night,ngp2,NGP2,0,ngp2|2026-06-16|night,Night 06-16,2026-06-16,manual,Manual stops,0.11,#dfe6e9
ngp2|2026-06-16|night,ngp2,NGP2,1,ngp2|2026-06-16|day,Day 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.84,#2d3436
ngp2|2026-06-16|night,ngp2,NGP2,1,ngp2|2026-06-16|day,Day 06-16,2026-06-16,halted,Halted (operator wait),4.42,#636e72
ngp2|2026-06-16|night,ngp2,NGP2,1,ngp2|2026-06-16|day,Day 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.73,#b2bec3
ngp2|2026-06-16|night,ngp2,NGP2,1,ngp2|2026-06-16|day,Day 06-16,2026-06-16,manual,Manual stops,0.13,#dfe6e9
ngp2|2026-06-16|night,ngp2,NGP2,2,ngp2|2026-06-15|night,Night 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.37,#2d3436
ngp2|2026-06-16|night,ngp2,NGP2,2,ngp2|2026-06-15|night,Night 06-15,2026-06-15,halted,Halted (operator wait),2.55,#636e72
ngp2|2026-06-16|night,ngp2,NGP2,2,ngp2|2026-06-15|night,Night 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.98,#b2bec3
ngp2|2026-06-16|night,ngp2,NGP2,2,ngp2|2026-06-15|night,Night 06-15,2026-06-15,manual,Manual stops,0.48,#dfe6e9
ngp2|2026-06-16|night,ngp2,NGP2,3,ngp2|2026-06-15|day,Day 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.19,#2d3436
ngp2|2026-06-16|night,ngp2,NGP2,3,ngp2|2026-06-15|day,Day 06-15,2026-06-15,halted,Halted (operator wait),1.82,#636e72
ngp2|2026-06-16|night,ngp2,NGP2,3,ngp2|2026-06-15|day,Day 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.47,#b2bec3
ngp2|2026-06-16|night,ngp2,NGP2,3,ngp2|2026-06-15|day,Day 06-15,2026-06-15,manual,Manual stops,0.0,#dfe6e9
ngp2|2026-06-17|day,ngp2,NGP2,0,ngp2|2026-06-17|day,Day 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.32,#2d3436
ngp2|2026-06-17|day,ngp2,NGP2,0,ngp2|2026-06-17|day,Day 06-17,2026-06-17,halted,Halted (operator wait),4.09,#636e72
ngp2|2026-06-17|day,ngp2,NGP2,0,ngp2|2026-06-17|day,Day 06-17,2026-06-17,auto_long,Auto-stops (>2 min),0.65,#b2bec3
ngp2|2026-06-17|day,ngp2,NGP2,0,ngp2|2026-06-17|day,Day 06-17,2026-06-17,manual,Manual stops,1.13,#dfe6e9
ngp2|2026-06-17|day,ngp2,NGP2,1,ngp2|2026-06-16|night,Night 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-17|day,ngp2,NGP2,1,ngp2|2026-06-16|night,Night 06-16,2026-06-16,halted,Halted (operator wait),3.46,#636e72
ngp2|2026-06-17|day,ngp2,NGP2,1,ngp2|2026-06-16|night,Night 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.16,#b2bec3
ngp2|2026-06-17|day,ngp2,NGP2,1,ngp2|2026-06-16|night,Night 06-16,2026-06-16,manual,Manual stops,0.11,#dfe6e9
ngp2|2026-06-17|day,ngp2,NGP2,2,ngp2|2026-06-16|day,Day 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.84,#2d3436
ngp2|2026-06-17|day,ngp2,NGP2,2,ngp2|2026-06-16|day,Day 06-16,2026-06-16,halted,Halted (operator wait),4.42,#636e72
ngp2|2026-06-17|day,ngp2,NGP2,2,ngp2|2026-06-16|day,Day 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.73,#b2bec3
ngp2|2026-06-17|day,ngp2,NGP2,2,ngp2|2026-06-16|day,Day 06-16,2026-06-16,manual,Manual stops,0.13,#dfe6e9
ngp2|2026-06-17|day,ngp2,NGP2,3,ngp2|2026-06-15|night,Night 06-15,2026-06-15,micro_stops,Micro-stops (<2 min),1.37,#2d3436
ngp2|2026-06-17|day,ngp2,NGP2,3,ngp2|2026-06-15|night,Night 06-15,2026-06-15,halted,Halted (operator wait),2.55,#636e72
ngp2|2026-06-17|day,ngp2,NGP2,3,ngp2|2026-06-15|night,Night 06-15,2026-06-15,auto_long,Auto-stops (>2 min),1.98,#b2bec3
ngp2|2026-06-17|day,ngp2,NGP2,3,ngp2|2026-06-15|night,Night 06-15,2026-06-15,manual,Manual stops,0.48,#dfe6e9
ngp2|2026-06-17|night,ngp2,NGP2,0,ngp2|2026-06-17|night,Night 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.95,#2d3436
ngp2|2026-06-17|night,ngp2,NGP2,0,ngp2|2026-06-17|night,Night 06-17,2026-06-17,halted,Halted (operator wait),2.57,#636e72
ngp2|2026-06-17|night,ngp2,NGP2,0,ngp2|2026-06-17|night,Night 06-17,2026-06-17,auto_long,Auto-stops (>2 min),2.8,#b2bec3
ngp2|2026-06-17|night,ngp2,NGP2,0,ngp2|2026-06-17|night,Night 06-17,2026-06-17,manual,Manual stops,0.44,#dfe6e9
ngp2|2026-06-17|night,ngp2,NGP2,1,ngp2|2026-06-17|day,Day 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.32,#2d3436
ngp2|2026-06-17|night,ngp2,NGP2,1,ngp2|2026-06-17|day,Day 06-17,2026-06-17,halted,Halted (operator wait),4.09,#636e72
ngp2|2026-06-17|night,ngp2,NGP2,1,ngp2|2026-06-17|day,Day 06-17,2026-06-17,auto_long,Auto-stops (>2 min),0.65,#b2bec3
ngp2|2026-06-17|night,ngp2,NGP2,1,ngp2|2026-06-17|day,Day 06-17,2026-06-17,manual,Manual stops,1.13,#dfe6e9
ngp2|2026-06-17|night,ngp2,NGP2,2,ngp2|2026-06-16|night,Night 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-17|night,ngp2,NGP2,2,ngp2|2026-06-16|night,Night 06-16,2026-06-16,halted,Halted (operator wait),3.46,#636e72
ngp2|2026-06-17|night,ngp2,NGP2,2,ngp2|2026-06-16|night,Night 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.16,#b2bec3
ngp2|2026-06-17|night,ngp2,NGP2,2,ngp2|2026-06-16|night,Night 06-16,2026-06-16,manual,Manual stops,0.11,#dfe6e9
ngp2|2026-06-17|night,ngp2,NGP2,3,ngp2|2026-06-16|day,Day 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.84,#2d3436
ngp2|2026-06-17|night,ngp2,NGP2,3,ngp2|2026-06-16|day,Day 06-16,2026-06-16,halted,Halted (operator wait),4.42,#636e72
ngp2|2026-06-17|night,ngp2,NGP2,3,ngp2|2026-06-16|day,Day 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.73,#b2bec3
ngp2|2026-06-17|night,ngp2,NGP2,3,ngp2|2026-06-16|day,Day 06-16,2026-06-16,manual,Manual stops,0.13,#dfe6e9
ngp2|2026-06-18|day,ngp2,NGP2,0,ngp2|2026-06-18|day,Day 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.73,#2d3436
ngp2|2026-06-18|day,ngp2,NGP2,0,ngp2|2026-06-18|day,Day 06-18,2026-06-18,halted,Halted (operator wait),3.61,#636e72
ngp2|2026-06-18|day,ngp2,NGP2,0,ngp2|2026-06-18|day,Day 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.32,#b2bec3
ngp2|2026-06-18|day,ngp2,NGP2,0,ngp2|2026-06-18|day,Day 06-18,2026-06-18,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-06-18|day,ngp2,NGP2,1,ngp2|2026-06-17|night,Night 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.95,#2d3436
ngp2|2026-06-18|day,ngp2,NGP2,1,ngp2|2026-06-17|night,Night 06-17,2026-06-17,halted,Halted (operator wait),2.57,#636e72
ngp2|2026-06-18|day,ngp2,NGP2,1,ngp2|2026-06-17|night,Night 06-17,2026-06-17,auto_long,Auto-stops (>2 min),2.8,#b2bec3
ngp2|2026-06-18|day,ngp2,NGP2,1,ngp2|2026-06-17|night,Night 06-17,2026-06-17,manual,Manual stops,0.44,#dfe6e9
ngp2|2026-06-18|day,ngp2,NGP2,2,ngp2|2026-06-17|day,Day 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.32,#2d3436
ngp2|2026-06-18|day,ngp2,NGP2,2,ngp2|2026-06-17|day,Day 06-17,2026-06-17,halted,Halted (operator wait),4.09,#636e72
ngp2|2026-06-18|day,ngp2,NGP2,2,ngp2|2026-06-17|day,Day 06-17,2026-06-17,auto_long,Auto-stops (>2 min),0.65,#b2bec3
ngp2|2026-06-18|day,ngp2,NGP2,2,ngp2|2026-06-17|day,Day 06-17,2026-06-17,manual,Manual stops,1.13,#dfe6e9
ngp2|2026-06-18|day,ngp2,NGP2,3,ngp2|2026-06-16|night,Night 06-16,2026-06-16,micro_stops,Micro-stops (<2 min),0.45,#2d3436
ngp2|2026-06-18|day,ngp2,NGP2,3,ngp2|2026-06-16|night,Night 06-16,2026-06-16,halted,Halted (operator wait),3.46,#636e72
ngp2|2026-06-18|day,ngp2,NGP2,3,ngp2|2026-06-16|night,Night 06-16,2026-06-16,auto_long,Auto-stops (>2 min),1.16,#b2bec3
ngp2|2026-06-18|day,ngp2,NGP2,3,ngp2|2026-06-16|night,Night 06-16,2026-06-16,manual,Manual stops,0.11,#dfe6e9
ngp2|2026-06-18|night,ngp2,NGP2,0,ngp2|2026-06-18|night,Night 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-06-18|night,ngp2,NGP2,0,ngp2|2026-06-18|night,Night 06-18,2026-06-18,halted,Halted (operator wait),2.45,#636e72
ngp2|2026-06-18|night,ngp2,NGP2,0,ngp2|2026-06-18|night,Night 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.11,#b2bec3
ngp2|2026-06-18|night,ngp2,NGP2,0,ngp2|2026-06-18|night,Night 06-18,2026-06-18,manual,Manual stops,0.03,#dfe6e9
ngp2|2026-06-18|night,ngp2,NGP2,1,ngp2|2026-06-18|day,Day 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.73,#2d3436
ngp2|2026-06-18|night,ngp2,NGP2,1,ngp2|2026-06-18|day,Day 06-18,2026-06-18,halted,Halted (operator wait),3.61,#636e72
ngp2|2026-06-18|night,ngp2,NGP2,1,ngp2|2026-06-18|day,Day 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.32,#b2bec3
ngp2|2026-06-18|night,ngp2,NGP2,1,ngp2|2026-06-18|day,Day 06-18,2026-06-18,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-06-18|night,ngp2,NGP2,2,ngp2|2026-06-17|night,Night 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.95,#2d3436
ngp2|2026-06-18|night,ngp2,NGP2,2,ngp2|2026-06-17|night,Night 06-17,2026-06-17,halted,Halted (operator wait),2.57,#636e72
ngp2|2026-06-18|night,ngp2,NGP2,2,ngp2|2026-06-17|night,Night 06-17,2026-06-17,auto_long,Auto-stops (>2 min),2.8,#b2bec3
ngp2|2026-06-18|night,ngp2,NGP2,2,ngp2|2026-06-17|night,Night 06-17,2026-06-17,manual,Manual stops,0.44,#dfe6e9
ngp2|2026-06-18|night,ngp2,NGP2,3,ngp2|2026-06-17|day,Day 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.32,#2d3436
ngp2|2026-06-18|night,ngp2,NGP2,3,ngp2|2026-06-17|day,Day 06-17,2026-06-17,halted,Halted (operator wait),4.09,#636e72
ngp2|2026-06-18|night,ngp2,NGP2,3,ngp2|2026-06-17|day,Day 06-17,2026-06-17,auto_long,Auto-stops (>2 min),0.65,#b2bec3
ngp2|2026-06-18|night,ngp2,NGP2,3,ngp2|2026-06-17|day,Day 06-17,2026-06-17,manual,Manual stops,1.13,#dfe6e9
ngp2|2026-06-19|day,ngp2,NGP2,0,ngp2|2026-06-19|day,Day 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.62,#2d3436
ngp2|2026-06-19|day,ngp2,NGP2,0,ngp2|2026-06-19|day,Day 06-19,2026-06-19,halted,Halted (operator wait),3.13,#636e72
ngp2|2026-06-19|day,ngp2,NGP2,0,ngp2|2026-06-19|day,Day 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.79,#b2bec3
ngp2|2026-06-19|day,ngp2,NGP2,0,ngp2|2026-06-19|day,Day 06-19,2026-06-19,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-06-19|day,ngp2,NGP2,1,ngp2|2026-06-18|night,Night 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-06-19|day,ngp2,NGP2,1,ngp2|2026-06-18|night,Night 06-18,2026-06-18,halted,Halted (operator wait),2.45,#636e72
ngp2|2026-06-19|day,ngp2,NGP2,1,ngp2|2026-06-18|night,Night 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.11,#b2bec3
ngp2|2026-06-19|day,ngp2,NGP2,1,ngp2|2026-06-18|night,Night 06-18,2026-06-18,manual,Manual stops,0.03,#dfe6e9
ngp2|2026-06-19|day,ngp2,NGP2,2,ngp2|2026-06-18|day,Day 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.73,#2d3436
ngp2|2026-06-19|day,ngp2,NGP2,2,ngp2|2026-06-18|day,Day 06-18,2026-06-18,halted,Halted (operator wait),3.61,#636e72
ngp2|2026-06-19|day,ngp2,NGP2,2,ngp2|2026-06-18|day,Day 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.32,#b2bec3
ngp2|2026-06-19|day,ngp2,NGP2,2,ngp2|2026-06-18|day,Day 06-18,2026-06-18,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-06-19|day,ngp2,NGP2,3,ngp2|2026-06-17|night,Night 06-17,2026-06-17,micro_stops,Micro-stops (<2 min),0.95,#2d3436
ngp2|2026-06-19|day,ngp2,NGP2,3,ngp2|2026-06-17|night,Night 06-17,2026-06-17,halted,Halted (operator wait),2.57,#636e72
ngp2|2026-06-19|day,ngp2,NGP2,3,ngp2|2026-06-17|night,Night 06-17,2026-06-17,auto_long,Auto-stops (>2 min),2.8,#b2bec3
ngp2|2026-06-19|day,ngp2,NGP2,3,ngp2|2026-06-17|night,Night 06-17,2026-06-17,manual,Manual stops,0.44,#dfe6e9
ngp2|2026-06-19|night,ngp2,NGP2,0,ngp2|2026-06-19|night,Night 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.47,#2d3436
ngp2|2026-06-19|night,ngp2,NGP2,0,ngp2|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),2.53,#636e72
ngp2|2026-06-19|night,ngp2,NGP2,0,ngp2|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-06-19|night,ngp2,NGP2,0,ngp2|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-06-19|night,ngp2,NGP2,1,ngp2|2026-06-19|day,Day 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.62,#2d3436
ngp2|2026-06-19|night,ngp2,NGP2,1,ngp2|2026-06-19|day,Day 06-19,2026-06-19,halted,Halted (operator wait),3.13,#636e72
ngp2|2026-06-19|night,ngp2,NGP2,1,ngp2|2026-06-19|day,Day 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.79,#b2bec3
ngp2|2026-06-19|night,ngp2,NGP2,1,ngp2|2026-06-19|day,Day 06-19,2026-06-19,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-06-19|night,ngp2,NGP2,2,ngp2|2026-06-18|night,Night 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-06-19|night,ngp2,NGP2,2,ngp2|2026-06-18|night,Night 06-18,2026-06-18,halted,Halted (operator wait),2.45,#636e72
ngp2|2026-06-19|night,ngp2,NGP2,2,ngp2|2026-06-18|night,Night 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.11,#b2bec3
ngp2|2026-06-19|night,ngp2,NGP2,2,ngp2|2026-06-18|night,Night 06-18,2026-06-18,manual,Manual stops,0.03,#dfe6e9
ngp2|2026-06-19|night,ngp2,NGP2,3,ngp2|2026-06-18|day,Day 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.73,#2d3436
ngp2|2026-06-19|night,ngp2,NGP2,3,ngp2|2026-06-18|day,Day 06-18,2026-06-18,halted,Halted (operator wait),3.61,#636e72
ngp2|2026-06-19|night,ngp2,NGP2,3,ngp2|2026-06-18|day,Day 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.32,#b2bec3
ngp2|2026-06-19|night,ngp2,NGP2,3,ngp2|2026-06-18|day,Day 06-18,2026-06-18,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-07-08|day,ngp2,NGP2,0,ngp2|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),1.61,#2d3436
ngp2|2026-07-08|day,ngp2,NGP2,0,ngp2|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),3.58,#636e72
ngp2|2026-07-08|day,ngp2,NGP2,0,ngp2|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),2.71,#b2bec3
ngp2|2026-07-08|day,ngp2,NGP2,0,ngp2|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-07-08|day,ngp2,NGP2,1,ngp2|2026-06-19|night,Night 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.47,#2d3436
ngp2|2026-07-08|day,ngp2,NGP2,1,ngp2|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),2.53,#636e72
ngp2|2026-07-08|day,ngp2,NGP2,1,ngp2|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-07-08|day,ngp2,NGP2,1,ngp2|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-07-08|day,ngp2,NGP2,2,ngp2|2026-06-19|day,Day 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.62,#2d3436
ngp2|2026-07-08|day,ngp2,NGP2,2,ngp2|2026-06-19|day,Day 06-19,2026-06-19,halted,Halted (operator wait),3.13,#636e72
ngp2|2026-07-08|day,ngp2,NGP2,2,ngp2|2026-06-19|day,Day 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.79,#b2bec3
ngp2|2026-07-08|day,ngp2,NGP2,2,ngp2|2026-06-19|day,Day 06-19,2026-06-19,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-07-08|day,ngp2,NGP2,3,ngp2|2026-06-18|night,Night 06-18,2026-06-18,micro_stops,Micro-stops (<2 min),0.92,#2d3436
ngp2|2026-07-08|day,ngp2,NGP2,3,ngp2|2026-06-18|night,Night 06-18,2026-06-18,halted,Halted (operator wait),2.45,#636e72
ngp2|2026-07-08|day,ngp2,NGP2,3,ngp2|2026-06-18|night,Night 06-18,2026-06-18,auto_long,Auto-stops (>2 min),1.11,#b2bec3
ngp2|2026-07-08|day,ngp2,NGP2,3,ngp2|2026-06-18|night,Night 06-18,2026-06-18,manual,Manual stops,0.03,#dfe6e9
ngp2|2026-07-08|night,ngp2,NGP2,0,ngp2|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.62,#2d3436
ngp2|2026-07-08|night,ngp2,NGP2,0,ngp2|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),1.95,#636e72
ngp2|2026-07-08|night,ngp2,NGP2,0,ngp2|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),5.63,#b2bec3
ngp2|2026-07-08|night,ngp2,NGP2,0,ngp2|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,0.26,#dfe6e9
ngp2|2026-07-08|night,ngp2,NGP2,1,ngp2|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),1.61,#2d3436
ngp2|2026-07-08|night,ngp2,NGP2,1,ngp2|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),3.58,#636e72
ngp2|2026-07-08|night,ngp2,NGP2,1,ngp2|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),2.71,#b2bec3
ngp2|2026-07-08|night,ngp2,NGP2,1,ngp2|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-07-08|night,ngp2,NGP2,2,ngp2|2026-06-19|night,Night 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.47,#2d3436
ngp2|2026-07-08|night,ngp2,NGP2,2,ngp2|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),2.53,#636e72
ngp2|2026-07-08|night,ngp2,NGP2,2,ngp2|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-07-08|night,ngp2,NGP2,2,ngp2|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-07-08|night,ngp2,NGP2,3,ngp2|2026-06-19|day,Day 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.62,#2d3436
ngp2|2026-07-08|night,ngp2,NGP2,3,ngp2|2026-06-19|day,Day 06-19,2026-06-19,halted,Halted (operator wait),3.13,#636e72
ngp2|2026-07-08|night,ngp2,NGP2,3,ngp2|2026-06-19|day,Day 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.79,#b2bec3
ngp2|2026-07-08|night,ngp2,NGP2,3,ngp2|2026-06-19|day,Day 06-19,2026-06-19,manual,Manual stops,0.14,#dfe6e9
ngp2|2026-07-09|day,ngp2,NGP2,0,ngp2|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.61,#2d3436
ngp2|2026-07-09|day,ngp2,NGP2,0,ngp2|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),9.79,#636e72
ngp2|2026-07-09|day,ngp2,NGP2,0,ngp2|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),0.34,#b2bec3
ngp2|2026-07-09|day,ngp2,NGP2,0,ngp2|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.07,#dfe6e9
ngp2|2026-07-09|day,ngp2,NGP2,1,ngp2|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.62,#2d3436
ngp2|2026-07-09|day,ngp2,NGP2,1,ngp2|2026-07-08|night,Night 07-08,2026-07-08,halted,Halted (operator wait),1.95,#636e72
ngp2|2026-07-09|day,ngp2,NGP2,1,ngp2|2026-07-08|night,Night 07-08,2026-07-08,auto_long,Auto-stops (>2 min),5.63,#b2bec3
ngp2|2026-07-09|day,ngp2,NGP2,1,ngp2|2026-07-08|night,Night 07-08,2026-07-08,manual,Manual stops,0.26,#dfe6e9
ngp2|2026-07-09|day,ngp2,NGP2,2,ngp2|2026-07-08|day,Day 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),1.61,#2d3436
ngp2|2026-07-09|day,ngp2,NGP2,2,ngp2|2026-07-08|day,Day 07-08,2026-07-08,halted,Halted (operator wait),3.58,#636e72
ngp2|2026-07-09|day,ngp2,NGP2,2,ngp2|2026-07-08|day,Day 07-08,2026-07-08,auto_long,Auto-stops (>2 min),2.71,#b2bec3
ngp2|2026-07-09|day,ngp2,NGP2,2,ngp2|2026-07-08|day,Day 07-08,2026-07-08,manual,Manual stops,0.37,#dfe6e9
ngp2|2026-07-09|day,ngp2,NGP2,3,ngp2|2026-06-19|night,Night 06-19,2026-06-19,micro_stops,Micro-stops (<2 min),0.47,#2d3436
ngp2|2026-07-09|day,ngp2,NGP2,3,ngp2|2026-06-19|night,Night 06-19,2026-06-19,halted,Halted (operator wait),2.53,#636e72
ngp2|2026-07-09|day,ngp2,NGP2,3,ngp2|2026-06-19|night,Night 06-19,2026-06-19,auto_long,Auto-stops (>2 min),1.54,#b2bec3
ngp2|2026-07-09|day,ngp2,NGP2,3,ngp2|2026-06-19|night,Night 06-19,2026-06-19,manual,Manual stops,0.09,#dfe6e9
ngp2|2026-07-09|night,ngp2,NGP2,0,ngp2|2026-07-09|night,Night 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),1.57,#2d3436
ngp2|2026-07-09|night,ngp2,NGP2,0,ngp2|2026-07-09|night,Night 07-09,2026-07-09,halted,Halted (operator wait),3.69,#636e72
ngp2|2026-07-09|night,ngp2,NGP2,0,ngp2|2026-07-09|night,Night 07-09,2026-07-09,auto_long,Auto-stops (>2 min),3.1,#b2bec3
ngp2|2026-07-09|night,ngp2,NGP2,0,ngp2|2026-07-09|night,Night 07-09,2026-07-09,manual,Manual stops,0.1,#dfe6e9
ngp2|2026-07-09|night,ngp2,NGP2,1,ngp2|2026-07-09|day,Day 07-09,2026-07-09,micro_stops,Micro-stops (<2 min),0.61,#2d3436
ngp2|2026-07-09|night,ngp2,NGP2,1,ngp2|2026-07-09|day,Day 07-09,2026-07-09,halted,Halted (operator wait),9.79,#636e72
ngp2|2026-07-09|night,ngp2,NGP2,1,ngp2|2026-07-09|day,Day 07-09,2026-07-09,auto_long,Auto-stops (>2 min),0.34,#b2bec3
ngp2|2026-07-09|night,ngp2,NGP2,1,ngp2|2026-07-09|day,Day 07-09,2026-07-09,manual,Manual stops,0.07,#dfe6e9
ngp2|2026-07-09|night,ngp2,NGP2,2,ngp2|2026-07-08|night,Night 07-08,2026-07-08,micro_stops,Micro-stops (<2 min),0.62,#2d3436
